run_id,source_id,stage,baseline_pair_id,source_depth_km,strike_deg,dip_deg,rake_deg,m0_dyne_cm,nchunks,nex_xi,nex_eta,nproc_xi,nproc_eta,oceans,ellipticity,topography,gravity,rotation,attenuation,absorbing_conditions,dt_s,record_length_minutes,expected_nstep,expected_npts,station_count,n_ulvz,scratch_path,execution_order,input_hash,preflight_status,body1_instance_id,body1_sector,body1_position_id,body1_latitude_deg,body1_longitude_deg,body1_radius_km,body1_thickness_km,body1_dVs_percent,body1_dVp_percent,body1_dRho_percent,body1_lateral_taper_km,body1_top_taper_km,body2_instance_id,body2_sector,body2_position_id,body2_latitude_deg,body2_longitude_deg,body2_radius_km,body2_thickness_km,body2_dVs_percent,body2_dVp_percent,body2_dRho_percent,body2_lateral_taper_km,body2_top_taper_km,body3_instance_id,body3_sector,body3_position_id,body3_latitude_deg,body3_longitude_deg,body3_radius_km,body3_thickness_km,body3_dVs_percent,body3_dVp_percent,body3_dRho_percent,body3_lateral_taper_km,body3_top_taper_km
SRC037_TRIULVZ,SRC037,stage2_multi,SRC037_B0,49.4000,302.0,42.0,78.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC037_TRIULVZ/DATABASES_MPI/,87,9588673867e845bc72de7774757d2f4f3310d5e4c1563aaae13280eaefc3ce44,PASS,ULVZ029,A,A_G02,0.50000000,52.50000000,655.0000,50.0000,-30.0000,0.0000,0.0000,0.0000,0.0000,ULVZ006,B,B_G07,-41.29820323,-35.04531474,655.0000,15.0000,-20.0000,0.0000,0.0000,0.0000,0.0000,ULVZ065,C,C_G03,38.91690376,-27.78430053,400.0000,15.0000,-25.0000,-6.4773,0.0000,0.0000,0.0000
SRC038_B0,SRC038,stage1_baseline,SRC038_B0,56.0000,212.0,7.0,-158.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC038_B0/DATABASES_MPI/,38,9d57fed472c170ac794e974c66121090d070acafe69e9ff60e76813c43bc2b61,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC038_TRIULVZ,SRC038,stage2_multi,SRC038_B0,56.0000,212.0,7.0,-158.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC038_TRIULVZ/DATABASES_MPI/,88,c11aa6c48294174f80f6a92648a8af572720b097fe3bbd157774a2f19823c191,PASS,ULVZ127,A,A_G06,0.00000000,62.50000000,349.8529,16.1765,-23.8235,0.0000,0.0000,0.0000,0.0000,ULVZ073,B,B_G01,-40.85466479,-30.83981523,400.0000,15.0000,-25.0000,-11.9318,0.0000,0.0000,0.0000,ULVZ103,C,C_G07,44.71634893,-30.05173316,240.0000,15.0000,-20.0000,0.0000,4.1176,0.0000,0.0000
SRC039_B0,SRC039,stage1_baseline,SRC039_B0,56.1000,192.0,33.0,89.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC039_B0/DATABASES_MPI/,39,a4cf411a6ffa1f1a656c6558225a465929df2015c90006d27ca4557f689eae2c,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC039_TRIULVZ,SRC039,stage2_multi,SRC039_B0,56.1000,192.0,33.0,89.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC039_TRIULVZ/DATABASES_MPI/,89,9d33f14a64a9539d5dd031032778b8f8e9ab0545eae2597b46c166a36fd8d57f,PASS,ULVZ088,A,A_G04,0.00000000,55.50000000,240.0000,14.7727,-24.7727,0.0000,0.0000,0.0000,0.0000,ULVZ064,B,B_G08,-43.20354590,-28.23813616,400.0000,15.0000,-25.0000,-5.7955,0.0000,0.0000,0.0000,ULVZ094,C,C_G02,43.05301016,-33.58525590,240.0000,17.5000,-27.5000,0.0000,0.0000,0.0000,0.0000
SRC040_B0,SRC040,stage1_baseline,SRC040_B0,78.3000,351.0,37.0,-150.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC040_B0/DATABASES_MPI/,40,aa59ac2c0fd8bfef6359046f6496b3dea9964ebf19edc5f0fe2773e6e2038ee5,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC040_TRIULVZ,SRC040,stage2_multi,SRC040_B0,78.3000,351.0,37.0,-150.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC040_TRIULVZ/DATABASES_MPI/,90,a13e380f260a6424b1613437199ef535d72abfacd0c30b773be4ff2085b31cb9,PASS,ULVZ097,A,A_G01,-0.50000000,49.50000000,240.0000,18.8636,-28.8636,0.0000,0.0000,0.0000,0.0000,ULVZ126,B,B_G05,-48.26164894,-40.32564815,333.6765,15.5882,-24.4118,0.0000,0.0000,0.0000,0.0000,ULVZ044,C,C_G01,41.51905367,-29.84667315,240.0000,15.0000,-19.5455,0.0000,0.0000,0.0000,0.0000
SRC041_B0,SRC041,stage1_baseline,SRC041_B0,105.6000,118.0,18.0,-27.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC041_B0/DATABASES_MPI/,41,045946a266dad33ae0b84cfb028963db49e0f9999dfb7b2687ab68a0cd9f1247,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC041_TRIULVZ,SRC041,stage2_multi,SRC041_B0,105.6000,118.0,18.0,-27.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC041_TRIULVZ/DATABASES_MPI/,91,f305b1e83a47ed69dd839bccb7b2a4b72d5a2663176e7db51e57b0c36afc8f9a,PASS,ULVZ092,A,A_G06,0.00000000,62.50000000,240.0000,16.5909,-26.5909,0.0000,0.0000,0.0000,0.0000,ULVZ087,B,B_G02,-43.74113282,-32.58662529,240.0000,14.3182,-24.3182,0.0000,0.0000,0.0000,0.0000,ULVZ037,C,C_G02,43.05301016,-33.58525590,240.0000,15.0000,-13.1818,0.0000,0.0000,0.0000,0.0000
SRC042_B0,SRC042,stage1_baseline,SRC042_B0,126.1000,247.0,17.0,68.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC042_B0/DATABASES_MPI/,42,0f5f0684526f933aa7167ffc19cfdbe3a5ba8f9528370c875c6fd117b5f0fd23,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC042_TRIULVZ,SRC042,stage2_multi,SRC042_B0,126.1000,247.0,17.0,68.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC042_TRIULVZ/DATABASES_MPI/,92,fff9573081da1eb4899e585291c6b5242c38cf3dde33ba9ef31fcb8f532e7903,PASS,ULVZ082,A,A_G02,0.50000000,52.50000000,240.0000,12.0455,-22.0455,0.0000,0.0000,0.0000,0.0000,ULVZ100,B,B_G04,-45.53792330,-36.03605854,240.0000,15.0000,-20.0000,0.0000,0.5882,0.0000,0.0000,ULVZ145,C,C_G06,50.19019001,-43.84549898,655.0000,38.6765,-20.0000,0.0000,0.0000,0.0000,0.0000
SRC043_B0,SRC043,stage1_baseline,SRC043_B0,146.8000,136.0,40.0,-79.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC043_B0/DATABASES_MPI/,43,fac46aa7675778d7887a5d6e57db4fe4b8f82add91ea30612c01224bebae7144,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC043_TRIULVZ,SRC043,stage2_multi,SRC043_B0,146.8000,136.0,40.0,-79.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC043_TRIULVZ/DATABASES_MPI/,93,16f896f540f4eb9b445933c53f6aff4119e60c3980ca9f0bc4daae66bd3b833b,PASS,ULVZ144,A,A_G03,0.00000000,46.50000000,655.0000,36.6176,-20.0000,0.0000,0.0000,0.0000,0.0000,ULVZ027,B,B_G08,-43.20354590,-28.23813616,400.0000,15.0000,-25.0000,-15.0000,0.0000,0.0000,0.0000,ULVZ048,C,C_G02,43.05301016,-33.58525590,240.0000,15.0000,-23.1818,0.0000,0.0000,0.0000,0.0000
SRC044_B0,SRC044,stage1_baseline,SRC044_B0,150.9000,100.0,15.0,-50.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC044_B0/DATABASES_MPI/,44,886c67019e54875180536d5d7fbef3f851d1cde50ed8e4f056c0831f1e31a082,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC044_TRIULVZ,SRC044,stage2_multi,SRC044_B0,150.9000,100.0,15.0,-50.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC044_TRIULVZ/DATABASES_MPI/,94,282fe818701e0def8f529ea88bda0880f7770bb6a44d8283f9745184958c7240,PASS,ULVZ041,A,A_G01,-0.50000000,49.50000000,240.0000,15.0000,-16.8182,0.0000,0.0000,0.0000,0.0000,ULVZ070,B,B_G05,-48.26164894,-40.32564815,400.0000,15.0000,-25.0000,-9.8864,0.0000,0.0000,0.0000,ULVZ108,C,C_G01,41.51905367,-29.84667315,240.0000,15.0000,-20.0000,0.0000,10.0000,0.0000,0.0000
SRC045_B0,SRC045,stage1_baseline,SRC045_B0,151.9000,242.0,31.0,84.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC045_B0/DATABASES_MPI/,45,2297661fa9bdd8fc43b405b38aea60b3a3267330b717e80a472f48e8310f1bf7,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC045_TRIULVZ,SRC045,stage2_multi,SRC045_B0,151.9000,242.0,31.0,84.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC045_TRIULVZ/DATABASES_MPI/,95,3f736e6ad7ca8b42a58d56d04a497ff8e853a7d4f4ef57f2d9cbc672581e5ea3,PASS,ULVZ132,A,A_G05,0.00000000,59.50000000,430.7353,19.1176,-20.8824,0.0000,0.0000,0.0000,0.0000,ULVZ102,B,B_G06,-50.19019001,-43.84549898,240.0000,15.0000,-20.0000,0.0000,2.9412,0.0000,0.0000,ULVZ036,C,C_G05,48.26164894,-40.32564815,240.0000,15.0000,-12.2727,0.0000,0.0000,0.0000,0.0000
SRC046_B0,SRC046,stage1_baseline,SRC046_B0,165.2000,333.0,21.0,-150.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC046_B0/DATABASES_MPI/,46,a28f8c961b266338c38cc34bd723149acb0b03f5778100b13e7310a040542c4e,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC046_TRIULVZ,SRC046,stage2_multi,SRC046_B0,165.2000,333.0,21.0,-150.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC046_TRIULVZ/DATABASES_MPI/,96,e6a13a71c7f7d8b26875757d6dd6bdf8be2650f6228fefb440dd9650bd66b1f3,PASS,ULVZ035,A,A_G03,0.00000000,46.50000000,240.0000,15.0000,-11.3636,0.0000,0.0000,0.0000,0.0000,ULVZ099,B,B_G06,-50.19019001,-43.84549898,240.0000,19.7727,-29.7727,0.0000,0.0000,0.0000,0.0000,ULVZ033,C,C_G05,48.26164894,-40.32564815,240.0000,15.0000,-40.0000,0.0000,0.0000,0.0000,0.0000
SRC047_B0,SRC047,stage1_baseline,SRC047_B0,467.1000,75.0,7.0,168.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC047_B0/DATABASES_MPI/,47,539d2fb1fcf773a7e080dba5205373927e913d6862cf92af5cefa8a95fe4dc07,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC047_TRIULVZ,SRC047,stage2_multi,SRC047_B0,467.1000,75.0,7.0,168.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC047_TRIULVZ/DATABASES_MPI/,97,2b26d5061c2c54e25ec58b7f2ce7d1b02914521a9739a2eb6d776fb31d4b5bd0,PASS,ULVZ143,A,A_G04,0.00000000,55.50000000,655.0000,34.5588,-20.0000,0.0000,0.0000,0.0000,0.0000,ULVZ061,B,B_G07,-41.29820323,-35.04531474,400.0000,15.0000,-25.0000,-3.7500,0.0000,0.0000,0.0000,ULVZ040,C,C_G08,39.86439939,-33.21280998,240.0000,15.0000,-15.9091,0.0000,0.0000,0.0000,0.0000
SRC048_B0,SRC048,stage1_baseline,SRC048_B0,571.3000,26.0,21.0,-36.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC048_B0/DATABASES_MPI/,48,4db777d393c4472c0d27d3b0a1e721c636b6af37dba0bd791627993fb3de1649,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC048_TRIULVZ,SRC048,stage2_multi,SRC048_B0,571.3000,26.0,21.0,-36.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC048_TRIULVZ/DATABASES_MPI/,98,c9b619ebb66b5e8673b29fc7e1a2a4af0596aa5edecc11c8e3b564b1a5c6ac81,PASS,ULVZ053,A,A_G03,0.00000000,46.50000000,240.0000,15.0000,-27.7273,0.0000,0.0000,0.0000,0.0000,ULVZ002,B,B_G01,-40.85466479,-30.83981523,240.0000,15.0000,-20.0000,0.0000,0.0000,0.0000,0.0000,ULVZ028,C,C_G01,41.51905367,-29.84667315,655.0000,50.0000,-30.0000,0.0000,0.0000,0.0000,0.0000
SRC049_B0,SRC049,stage1_baseline,SRC049_B0,591.6000,28.0,23.0,-44.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC049_B0/DATABASES_MPI/,49,dbee737238ca0733f895ebb70823ad201129e68301a7752e4dfeafec7cccc84f,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC049_TRIULVZ,SRC049,stage2_multi,SRC049_B0,591.6000,28.0,23.0,-44.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC049_TRIULVZ/DATABASES_MPI/,99,9deacca38dc1afa3405ca76d010cae09e7b3b7f4e35e75a0a938b6d48ab01457,PASS,ULVZ058,A,A_G01,-0.50000000,49.50000000,400.0000,15.0000,-25.0000,-1.7045,0.0000,0.0000,0.0000,ULVZ133,B,B_G06,-50.19019001,-43.84549898,446.9118,19.7059,-20.2941,0.0000,0.0000,0.0000,0.0000,ULVZ054,C,C_G08,39.86439939,-33.21280998,240.0000,15.0000,-28.6364,0.0000,0.0000,0.0000,0.0000
SRC050_B0,SRC050,stage1_baseline,SRC050_B0,607.9000,290.0,5.0,-150.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,0,/scratch/yiy/ulvz/SRC050_B0/DATABASES_MPI/,50,e7c7e4328122bbd0f15dae895cf6d87ec047b63fd11e812d09cef0dd101286e7,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC050_TRIULVZ,SRC050,stage2_multi,SRC050_B0,607.9000,290.0,5.0,-150.0,1.00000000e+26,6,448,448,8,8,.false.,.true.,.false.,.true.,.true.,.true.,.false.,0.1,42,25400,25400,510,3,/scratch/yiy/ulvz/SRC050_TRIULVZ/DATABASES_MPI/,100,1170c76850bee33e8936f6b32a5b79a45c6fb1d8114ab17c1f4943be7110d274,PASS,ULVZ010,A,A_G04,0.00000000,55.50000000,400.0000,15.0000,-25.0000,0.0000,0.0000,0.0000,0.0000,ULVZ142,B,B_G03,-38.91690376,-27.78430053,655.0000,32.5000,-20.0000,0.0000,0.0000,0.0000,0.0000,ULVZ150,C,C_G03,38.91690376,-27.78430053,655.0000,48.9706,-20.0000,0.0000,0.0000,0.0000,0.0000
